plant_id,type
TRCAO,Forb/herb
TRAE2,Forb/herb
TRFR,Forb/herb
TRTU,Forb/herb
TRVI2,Forb/herb
TRWA,Forb/herb
TRGL5,Forb/herb
TROC7,Forb/herb
TROCB,Forb/herb
TROCM2,Forb/herb
TROCO2,Forb/herb
TRRA6,Forb/herb
TRPO2,Forb/herb
TRCI2,"Vine, Subshrub, Forb/herb"
TRTE,Forb/herb
TRWA2,Forb/herb
TRMA19,Forb/herb
TRRI6,Forb/herb
TRWR2,Forb/herb
TRBA3,Forb/herb
TRBO,Forb/herb
TRCY2,Forb/herb
TRDA,Forb/herb
TRDR,Forb/herb
TRHO3,Forb/herb
TRIN13,Forb/herb
TRKR,Forb/herb
TRLI,Forb/herb
TRME4,Forb/herb
TRMI9,Forb/herb
TRPE2,Forb/herb
TRPU5,Forb/herb
TRPUF,Forb/herb
TRIN2,Forb/herb
TRCU3,"Forb/herb, Vine"
TRAU,Forb/herb
TRAUA2,Forb/herb
TRAUC,Forb/herb
TRBR5,Forb/herb
TRDI2,Forb/herb
TRLA4,Forb/herb
TRLA5,Forb/herb
TRMI3,Forb/herb
TROB,Forb/herb
TROV,Forb/herb
TRRU,Forb/herb
TRRU11,Forb/herb
TRSE5,Forb/herb
TRSI,Forb/herb
TRSU6,"Subshrub, Forb/herb"
TRHI8,Forb/herb
TRPR5,Forb/herb
TRBO2,Forb/herb
TRBOB,Forb/herb
TRBOL,Forb/herb
TREU,Forb/herb
TREUA,Forb/herb
TRAL5,Forb/herb
TRAL6,Forb/herb
TRAM2,Forb/herb
TRAM15,Forb/herb
TRAM3,Forb/herb
TRAN,"Subshrub, Forb/herb"
TRANA2,"Subshrub, Forb/herb"
TRANB,"Subshrub, Forb/herb"
TRANM,"Subshrub, Forb/herb"
TRAN2,Forb/herb
TRANA3,Forb/herb
TRANP,Forb/herb
TRAN6,Forb/herb
TRAR4,Forb/herb
TRAT,Forb/herb
TRAU2,Forb/herb
TRBA,Forb/herb
TRBAA,Forb/herb
TRBAB,Forb/herb
TRBA5,Forb/herb
TRBE2,Forb/herb
TRBE3,Forb/herb
TRBI,Forb/herb
TRBO3,Forb/herb
TRBR2,Forb/herb
TRBR3,Forb/herb
TRBU3,Forb/herb
TRCA26,Forb/herb
TRCA5,Forb/herb
TRCA6,Forb/herb
TRCE9,Forb/herb
TRCI,Forb/herb
TRCY,Forb/herb
TRDA4,Forb/herb
TRDA2,Forb/herb
TRDAA,Forb/herb
TRDAD,Forb/herb
TRDAU,Forb/herb
TRDE4,Forb/herb
TRDE,Forb/herb
TRDEA,Forb/herb
TRDED,Forb/herb
TRDED2,Forb/herb
TRDES,Forb/herb
TRDI6,Forb/herb
TRDO,Forb/herb
TRDU2,Forb/herb
TREC2,Forb/herb
TRER2,Forb/herb
TRERA2,Forb/herb
TRERC2,Forb/herb
TRERC3,Forb/herb
TRERE,Forb/herb
TRERM,Forb/herb
TRERV2,Forb/herb
TRFR2,Forb/herb
TRFR4,"Subshrub, Forb/herb"
TRFU,Forb/herb
TRGE5,Forb/herb
TRGL4,Forb/herb
TRGR2,Forb/herb
TRGRG,Forb/herb
TRGRP,Forb/herb
TRGY,"Subshrub, Forb/herb"
TRGYG,"Subshrub, Forb/herb"
TRGYP2,"Subshrub, Forb/herb"
TRHA,Forb/herb
TRHI4,Forb/herb
TRHO,Forb/herb
TRHY,Forb/herb
TRIN3,Forb/herb
TRJO,Forb/herb
TRKI,Forb/herb
TRKIK,Forb/herb
TRKIM,Forb/herb
TRLA18,Forb/herb
TRLA8,Forb/herb
TRLE,Forb/herb
TRLE2,Forb/herb
TRLO,Forb/herb
TRLOA,Forb/herb
TRLOC,Forb/herb
TRLOE,Forb/herb
TRLOH,Forb/herb
TRLOL3,Forb/herb
TRLOM,Forb/herb
TRLOO,Forb/herb
TRLOP,Forb/herb
TRLOP2,Forb/herb
TRLOR3,Forb/herb
TRLOS2,Forb/herb
TRLU,Forb/herb
TRMA2,Forb/herb
TRMA3,Forb/herb
TRME,Forb/herb
TRMI14,Forb/herb
TRMIB2,Forb/herb
TRMI4,Forb/herb
TRMI5,Forb/herb
TRMI20,Forb/herb
TRMO2,Forb/herb
TRMOG,Forb/herb
TRMOM,Forb/herb
TRMOP,Forb/herb
TRMOT,Forb/herb
TRMU3,Forb/herb
TRMUL,Forb/herb
TRNA2,"Subshrub, Forb/herb"
TRNE3,Forb/herb
TRNI3,Forb/herb
TROB2,Forb/herb
TROL,Forb/herb
TROL2,Forb/herb
TROW,Forb/herb
TRPA5,"Subshrub, Forb/herb"
TRPAM,"Subshrub, Forb/herb"
TRPAP,"Subshrub, Forb/herb"
TRPAS,"Subshrub, Forb/herb"
TRPI3,Forb/herb
TRPI2,Forb/herb
TRPL2,Forb/herb
TRPLA,Forb/herb
TRPLP,Forb/herb
TRPO6,Forb/herb
TRPR2,Forb/herb
TRPR4,Forb/herb
TRPU15,Forb/herb
TRRE2,Forb/herb
TRRE3,Forb/herb
TRRE4,Forb/herb
TRRE10,Forb/herb
TRRO5,Forb/herb
TRSC7,Forb/herb
TRSI4,Forb/herb
TRSP82,Forb/herb
TRSQ,Forb/herb
TRST13,Forb/herb
TRST4,Forb/herb
TRST5,Forb/herb
TRSU3,Forb/herb
TRSU12,Forb/herb
TRTH2,Forb/herb
TRTO4,Forb/herb
TRTR,Forb/herb
TRVA,Forb/herb
TRVE,Forb/herb
TRVI3,Forb/herb
TRWI3,Forb/herb
TRWO,Forb/herb
TRCA14,Forb/herb
TRCO7,Forb/herb
TRFO80,Forb/herb
TRPR8,Forb/herb
TRRA8,Forb/herb
TRAL4,Forb/herb
TRALA,Forb/herb
TRALP,Forb/herb
TRAN5,Forb/herb
TRCA11,Forb/herb
TRCE,Forb/herb
TRCH2,Forb/herb
TRCHC,Forb/herb
TRCHG,Forb/herb
TRCU,Forb/herb
TRDE2,Forb/herb
TRDE3,Forb/herb
TRDI5,Forb/herb
TRER3,Forb/herb
TRFL6,Forb/herb
TRFO,Forb/herb
TRGR6,Forb/herb
TRGR4,Forb/herb
TRKU,Forb/herb
TRLA15,Forb/herb
TRLU2,Forb/herb
TRLU3,Forb/herb
TRMA5,Forb/herb
TRNI2,Forb/herb
TROV2,Forb/herb
TROVO,Forb/herb
TROVO2,Forb/herb
TRPE7,Forb/herb
TRPE3,Forb/herb
TRPU3,Forb/herb
TRPUO,Forb/herb
TRPUP2,Forb/herb
TRPUV,Forb/herb
TRRE5,Forb/herb
TRRE6,Forb/herb
TRRI2,Forb/herb
TRRU2,Forb/herb
TRSE2,Forb/herb
TRSI3,Forb/herb
TRST7,Forb/herb
TRSU7,Forb/herb
TRTE3,Forb/herb
TRUN2,Forb/herb
TRUN,Forb/herb
TRVA2,Forb/herb
TRVI4,Forb/herb
TRVI5,Forb/herb
TRMA6,Forb/herb
TRBI2,Forb/herb
TRCO5,Forb/herb
TRHO2,Forb/herb
TRLA10,Forb/herb
TRLE3,Forb/herb
TRPE4,Forb/herb
TRTE4,Forb/herb
TRAN3,Forb/herb
TRAU4,Forb/herb
TRAUA,Forb/herb
TRAUG,Forb/herb
TRAUI,Forb/herb
TRPE5,Forb/herb
TRAM18,Forb/herb
TRCR4,Forb/herb
TRGE,Forb/herb
TRRI4,Forb/herb
TRTR3,Forb/herb
TRER6,Forb/herb
TRERE2,Forb/herb
TRERR,Forb/herb
TRFL14,Forb/herb
TRMI16,Forb/herb
TRPU16,Forb/herb
TRVE6,Forb/herb
TRVEF,Forb/herb
TRVEV,Forb/herb
TRMA17,Forb/herb
TRMAM,Forb/herb
TRMAP,Forb/herb
TRPE21,Forb/herb
TRPA26,Forb/herb
TRCA34,Forb/herb
TRCAC7,Forb/herb
TRCAW2,Forb/herb
TRCR5,Forb/herb
TRMI6,Forb/herb
TRUN6,Forb/herb
TRBR7,Forb/herb
TRCL,Forb/herb
TRCR7,Forb/herb
TRCRC,Forb/herb
TRCRM,Forb/herb
TRDU4,Forb/herb
TRGR7,Forb/herb
TRGRG2,Forb/herb
TRGRH,Forb/herb
TRHE,Forb/herb
TRHEH,Forb/herb
TRHEL,Forb/herb
TRHY3,Forb/herb
TRIX,Forb/herb
TRIXA,Forb/herb
TRIXC,Forb/herb
TRIXI2,Forb/herb
TRIXS,Forb/herb
TRIXU2,Forb/herb
TRLA16,Forb/herb
TRLE4,Forb/herb
TRLI8,Forb/herb
TRLU4,Forb/herb
TRMO11,Forb/herb
TRPE10,Forb/herb
TRVE3,Forb/herb
TRPA9,Forb/herb
TRPE11,"Subshrub, Forb/herb"
TRSE4,"Subshrub, Shrub, Forb/herb"
TRLA14,Forb/herb
TRLAA2,Forb/herb
TRLAL,Forb/herb
TRRI5,Forb/herb
TRMA7,"Vine, Forb/herb"
TRPO5,Forb/herb
TRCA9,Forb/herb
TRGR5,Forb/herb
TUCL,Forb/herb
TUGE,Forb/herb
TUSY,Forb/herb
TUMA,"Vine, Forb/herb"
TUCO,"Vine, Forb/herb"
TULA,Forb/herb
TUFA,Forb/herb
TWCA,Forb/herb
TYAN,Forb/herb
TYBE,Forb/herb
TYDO,Forb/herb
TYGL,Forb/herb
TYLA,Forb/herb
URPI,Forb/herb
URBA3,Forb/herb
URCH3,Forb/herb
URDI,Forb/herb
URDID,Forb/herb
URDIG,Forb/herb
URDIH,Forb/herb
URGR,Forb/herb
URUR,Forb/herb
UTAM,Forb/herb
UTCO,Forb/herb
UTFL,Forb/herb
UTFO,Forb/herb
UTGE,Forb/herb
UTGI,Forb/herb
UTIN,Forb/herb
UTIN2,Forb/herb
UTJU,Forb/herb
UTMA,Forb/herb
UTMI,Forb/herb
UTOC,Forb/herb
UTOL,Forb/herb
UTPU,Forb/herb
UTRA,Forb/herb
UTRE,Forb/herb
UTSI,Forb/herb
UTST,Forb/herb
UTST2,Forb/herb
UTSU,Forb/herb
UVFL,Forb/herb
UVGR,Forb/herb
UVPE,Forb/herb
UVPU2,Forb/herb
UVSE,Forb/herb
VAHI2,Forb/herb
VAAC,Forb/herb
VAACA,Forb/herb
VAACP,Forb/herb
VAAR3,Forb/herb
VACA2,Forb/herb
VACA3,Forb/herb
VACO2,Forb/herb
VADI,Forb/herb
VADIS,Forb/herb
VAED,Forb/herb
VAEDC,Forb/herb
VAEDE,Forb/herb
VAOC2,Forb/herb
VAOF,Forb/herb
VAPA2,Forb/herb
VASC3,"Vine, Forb/herb"
VASC2,Forb/herb
VASI,Forb/herb
VASO,Forb/herb
VATE,Forb/herb
VAUL2,Forb/herb
VAAM2,Forb/herb
VACA4,Forb/herb
VACH,Forb/herb
VADE3,Forb/herb
VAFL,Forb/herb
VALO,Forb/herb
VALO2,Forb/herb
VANU,Forb/herb
VAOZ,Forb/herb
VAPA6,Forb/herb
VARA,Forb/herb
VAST2,Forb/herb
VATE4,Forb/herb
VAUM,Forb/herb
VAAM3,Forb/herb
VACH2,Forb/herb
VAHE,Forb/herb
VAPL,Forb/herb
VATU,Forb/herb
VABA,"Vine, Forb/herb"
VADI2,"Vine, Forb/herb"
VAIN,"Forb/herb, Vine"
VAME2,"Vine, Forb/herb"
VAPH,"Vine, Forb/herb"
VAPL2,"Vine, Forb/herb"
VAPO2,"Vine, Forb/herb"
VERI,Forb/herb
VECA,"Subshrub, Shrub, Forb/herb"
VEFA,Forb/herb
VEAL3,Forb/herb
VEALA,Forb/herb
VEALO,Forb/herb
VECA2,Forb/herb
VECAC2,Forb/herb
VECAC,Forb/herb
VEFI2,Forb/herb
VEHY,Forb/herb
VEIN,Forb/herb
VEPA3,Forb/herb
VETE4,Forb/herb
VEVI5,Forb/herb
VEVI,Forb/herb
VEWO3,Forb/herb
VEBL,Forb/herb
VECH4,Forb/herb
VEDE4,Forb/herb
VEKE2,Forb/herb
VELY,Forb/herb
VENI,Forb/herb
VEOL,Forb/herb
VEPH,Forb/herb
VEPH2,Forb/herb
VEPT,Forb/herb
VEPU9,Forb/herb
VERA2,Forb/herb
VESI2,Forb/herb
VESP,Forb/herb
VESP2,Forb/herb
VETH,Forb/herb
VEVI2,Forb/herb
VEAB,Forb/herb
VEAL8,Forb/herb
VEBI3,Forb/herb
VEBL2,Forb/herb
VEBO,"Subshrub, Forb/herb"
VEBR,Forb/herb
VEBR2,"Subshrub, Forb/herb"
VECA9,Forb/herb
VECA5,Forb/herb
VECA10,Forb/herb
VECL2,Forb/herb
VECL,"Subshrub, Forb/herb"
VECR5,Forb/herb
VEDE2,Forb/herb
VEEH,Forb/herb
VEEN2,Forb/herb
VEGO2,Forb/herb
VEGR2,Forb/herb
VEHA,"Subshrub, Forb/herb"
VEHA2,Forb/herb
VEHAH,Forb/herb
VEHAS,Forb/herb
VEIL,Forb/herb
VEIN9,"Forb/herb, Subshrub"
VELA,Forb/herb
VELI,"Subshrub, Forb/herb"
VEMA,Forb/herb
VEME,Forb/herb
VEMO,Forb/herb
VEMO2,"Subshrub, Forb/herb"
VENE,Forb/herb
VENEH,Forb/herb
VENEN,Forb/herb
VENEX,Forb/herb
VEOF,Forb/herb
VEOFO2,Forb/herb
VEOFP,Forb/herb
VEPE,"Subshrub, Forb/herb"
VEPE4,Forb/herb
VEPI,Forb/herb
VEPL,Forb/herb
VERI2,Forb/herb
VERI3,Forb/herb
VERU,Forb/herb
VERY,Forb/herb
VESC,"Subshrub, Forb/herb"
VESI,Forb/herb
VEST,Forb/herb
VEST7,Forb/herb
VESU7,Forb/herb
VEUR,Forb/herb
VEURL,Forb/herb
VEURU,Forb/herb
VEXU,Forb/herb
VEAL,Forb/herb
VEAR2,Forb/herb
VECH2,Forb/herb
VEEN,Forb/herb
VEENE3,Forb/herb
VEENE2,Forb/herb
VEHE,Forb/herb
VEHE3,Forb/herb
VELI2,Forb/herb
VELO,Forb/herb
VEMI,Forb/herb
VENA,Forb/herb
VEOC,Forb/herb
VEOR,Forb/herb
VERO2,Forb/herb
VEVI3,Forb/herb
VEVIL,Forb/herb
VEVIV,Forb/herb
VEWA,Forb/herb
VEAC,Forb/herb
VEAN,Forb/herb
VEANA,Forb/herb
VEANM,Forb/herb
VEANS,Forb/herb
VEAR3,Forb/herb
VEBA,Forb/herb
VEBAB,Forb/herb
VEBAI2,Forb/herb
VEBL3,Forb/herb
VECO2,Forb/herb
VEDI3,Forb/herb
VEFA2,Forb/herb
VEFAC,Forb/herb
VEFAF,Forb/herb
VEFL,Forb/herb
VEGE,Forb/herb
VEGI,Forb/herb
VEGIG,Forb/herb
VEGIO,Forb/herb
VEGL,Forb/herb
VEGU,Forb/herb
VEIL3,Forb/herb
VELA12,Forb/herb
VELE,Forb/herb
VELI3,Forb/herb
VEMA2,Forb/herb
VEMI2,Forb/herb
VENO,Forb/herb
VEPE5,Forb/herb
VEPU2,Forb/herb
VETE3,Forb/herb
VEVU,Forb/herb
VEAG,Forb/herb
VEAM2,Forb/herb
VEAN2,Forb/herb
VEAR,Forb/herb
VEAU,Forb/herb
VEAUT,Forb/herb
VEBE,Forb/herb
VEBI2,Forb/herb
VECA19,Forb/herb
VECH,Forb/herb
VECO,Forb/herb
VECU,Forb/herb
VECY80,Forb/herb
VEDI2,Forb/herb
VEFI,Forb/herb
VEGR,Forb/herb
VEGR3,Forb/herb
VEHE2,Forb/herb
VEOF2,Forb/herb
VEOFO,Forb/herb
VEOFT,Forb/herb
VEPE2,Forb/herb
VEPEP,Forb/herb
VEPEX2,Forb/herb
VEPE3,Forb/herb
VEPL2,Forb/herb
VEPO,Forb/herb
VEPR7,Forb/herb
VESC2,Forb/herb
VESE,Forb/herb
VESEH2,Forb/herb
VESES,Forb/herb
VESP80,Forb/herb
VESPS,Forb/herb
VETR,Forb/herb
VEUN,Forb/herb
VEVE,Forb/herb
VEWO2,Forb/herb
VEWOS,Forb/herb
VEWOW,Forb/herb
VEVI4,Forb/herb
VEPO6,Forb/herb
VEPON,Forb/herb
VEPOP,Forb/herb
VIAC3,"Vine, Forb/herb"
VIAM,"Vine, Forb/herb"
VIAMA3,"Vine, Forb/herb"
VIAMM3,"Vine, Forb/herb"
VIAR81,"Vine, Forb/herb"
VIBE,"Vine, Forb/herb"
VIBI6,Forb/herb
VICA2,"Vine, Forb/herb"
VICR,"Vine, Forb/herb"
VICRC,"Vine, Forb/herb"
VICRT,"Vine, Forb/herb"
VIDI,"Vine, Forb/herb"
VIFA,"Vine, Forb/herb"
VIFL2,"Vine, Forb/herb"
VIGR,"Vine, Forb/herb"
VIHA3,"Vine, Forb/herb"
VIHI,"Vine, Forb/herb"
VIHY80,"Vine, Forb/herb"
VILA2,"Vine, Forb/herb"
VILA16,"Vine, Forb/herb"
VILE3,"Vine, Forb/herb"
VILU,"Vine, Forb/herb"
VILUL4,"Vine, Forb/herb"
VILUL2,"Vine, Forb/herb"
VILU2,"Vine, Forb/herb"
VIME,"Vine, Forb/herb"
VIMI,"Vine, Forb/herb"
VIMO80,"Vine, Forb/herb"
VINA,"Vine, Forb/herb"
VINI81,"Vine, Forb/herb"
VINIG,"Vine, Forb/herb"
VIOC80,"Vine, Forb/herb"
VIPA2,"Vine, Forb/herb"
VIPE80,"Vine, Forb/herb"
VIPU2,"Vine, Forb/herb"
VISA,"Vine, Forb/herb"
VISAN2,"Vine, Forb/herb"
VISAS2,"Vine, Forb/herb"
VISE,"Vine, Forb/herb"
VISEM8,"Vine, Forb/herb"
VISES,"Vine, Forb/herb"
VITE,"Vine, Forb/herb"
VIVI,"Vine, Forb/herb"
VIVIP,"Vine, Forb/herb"
VIVIV8,"Vine, Forb/herb"
VIVIV,"Vine, Forb/herb"
VIAD2,"Vine, Forb/herb"
VIAN7,"Vine, Forb/herb"
VIHO80,"Vine, Forb/herb"
VILU3,"Vine, Forb/herb"
VIMA3,"Vine, Forb/herb"
VIMU7,"Vine, Forb/herb"
VIOW,"Vine, Forb/herb"
VIRA4,Forb/herb
VISP,"Vine, Forb/herb"
VIUN,"Vine, Forb/herb"
VICO,"Subshrub, Forb/herb"
VIDE3,"Subshrub, Forb/herb"
VIDED3,"Subshrub, Forb/herb"
VIDEL2,"Subshrub, Forb/herb"
VIPH,Forb/herb
VITR9,"Subshrub, Forb/herb"
VISQ,Forb/herb
VIHE3,Forb/herb
VIMA,"Vine, Forb/herb"
VIMI2,"Vine, Forb/herb"
VIAD,Forb/herb
VIADA,Forb/herb
VIADK,Forb/herb
VIADO2,Forb/herb
VIAF2,Forb/herb
VIAP,Forb/herb
VIAR,Forb/herb
VIAU3,Forb/herb
VIBA2,Forb/herb
VIBE2,Forb/herb
VIBEB,Forb/herb
VIBEG,Forb/herb
VIBE5,Forb/herb
VIBI,Forb/herb
VIBI2,Forb/herb
VIBIB2,Forb/herb
VIBI3,Forb/herb
VIBL,Forb/herb
VIBLB,Forb/herb
VIBLP,Forb/herb
VIBR3,Forb/herb
VIBR,Forb/herb
VIBRB,Forb/herb
VIBRP,Forb/herb
VICA8,Forb/herb
VICA3,Forb/herb
VICA4,Forb/herb
VICAC,Forb/herb
VICAR,Forb/herb
VICAS,Forb/herb
VICAS2,Forb/herb
VICH4,"Subshrub, Shrub, Forb/herb"
VICHC,"Subshrub, Shrub, Forb/herb"
VICHR,"Subshrub, Shrub, Forb/herb"
VICHT,"Subshrub, Shrub, Forb/herb"
VICH5,Forb/herb
VICH2,Forb/herb
VICL,Forb/herb
VICO11,Forb/herb
VICO4,Forb/herb
VICO5,Forb/herb
VICO18,Forb/herb
VICO14,Forb/herb
VICO9,Forb/herb
VICU,Forb/herb
VICU2,Forb/herb
VIDA2,Forb/herb
VIDI6,Forb/herb
VIDO,Forb/herb
VIEA,Forb/herb
VIEC,Forb/herb
VIEG,Forb/herb
VIEP,Forb/herb
VIEPR,Forb/herb
VIES3,Forb/herb
VIFI2,Forb/herb
VIFL,Forb/herb
VIFR2,Forb/herb
VIGL,Forb/herb
VIGR4,Forb/herb
VIGU,Forb/herb
VIHA,Forb/herb
VIHA2,Forb/herb
VIHE2,"Subshrub, Shrub, Forb/herb"
VIHI2,Forb/herb
VIHO2,Forb/herb
VIHO,Forb/herb
VIIN2,Forb/herb
VIIN3,Forb/herb
VIJA,Forb/herb
VIKA,Forb/herb
VIKAH,Forb/herb
VIKAK,Forb/herb
VIKAW,Forb/herb
VILA10,Forb/herb
VILA17,"Subshrub, Shrub, Forb/herb"
VILA4,Forb/herb
VILAL,Forb/herb
VILAO,Forb/herb
VILAV,Forb/herb
VILA5,Forb/herb
VILA6,Forb/herb
VILI7,Forb/herb
VILO2,Forb/herb
VILOI2,Forb/herb
VILOL2,Forb/herb
VILO9,Forb/herb
VILU4,Forb/herb
VIMA2,Forb/herb
VIMAM,Forb/herb
VIMAP3,Forb/herb
VIMA4,Forb/herb
VIMA6,"Subshrub, Shrub, Forb/herb"
VIME2,Forb/herb
VIMI3,Forb/herb
VIMI5,Forb/herb
VIMO3,Forb/herb
VIMO4,Forb/herb
VIMU4,Forb/herb
VINA2,Forb/herb
VINE,Forb/herb
VINO3,Forb/herb
VINO,Forb/herb
VINU2,Forb/herb
VIOA,"Subshrub, Shrub, Forb/herb"
VIOC,Forb/herb
VIOD,Forb/herb
VIOR,Forb/herb
VIPA18,Forb/herb
VIPA4,Forb/herb
VIPAB,Forb/herb
VIPAP2,Forb/herb
VIPA17,Forb/herb
VIPE,Forb/herb
VIPE2,Forb/herb
VIPE3,Forb/herb
VIPEP,Forb/herb
VIPET,Forb/herb
VIPI2,Forb/herb
VIPIG2,Forb/herb
VIPIP2,Forb/herb
VIPO4,Forb/herb
VIPO2,Forb/herb
VIPR3,Forb/herb
VIPRF,Forb/herb
VIPRL,Forb/herb
VIPRP,Forb/herb
VIPR4,Forb/herb
VIPS,Forb/herb
VIPU3,Forb/herb
VIPUP,Forb/herb
VIPUP2,Forb/herb
VIPUS,Forb/herb
VIPU4,Forb/herb
VIPUD,Forb/herb
VIPUG,Forb/herb
VIPUI,Forb/herb
VIPUM,Forb/herb
VIPUM2,Forb/herb
VIPUP3,Forb/herb
VIPUQ,Forb/herb
VIPUV2,Forb/herb
VIRA3,Forb/herb
VIRE6,Forb/herb
VIRE2,Forb/herb
VIRO4,Forb/herb
VIRO,Forb/herb
VIRO2,Forb/herb
VIRY,Forb/herb
VISA2,Forb/herb
VISAO,Forb/herb
VISAS5,Forb/herb
VISE2,Forb/herb
VISE3,Forb/herb
VISE4,Forb/herb
VISE5,Forb/herb
VISH,Forb/herb
VISL,Forb/herb
VISO,Forb/herb
VIST3,Forb/herb
VISU,Forb/herb
VISU2,Forb/herb
VITO,Forb/herb
VITR,Forb/herb
VITR2,Forb/herb
VITRD,Forb/herb
VITRT2,Forb/herb
VITR3,Forb/herb
VITR4,Forb/herb
VIUM,Forb/herb
VIUMG,Forb/herb
VIUT,Forb/herb
VIVA,Forb/herb
VIVAM,Forb/herb
VIVAV,Forb/herb
VIVA5,Forb/herb
VIVI10,Forb/herb
VIVI3,Forb/herb
VIWA2,"Subshrub, Shrub, Forb/herb"
VIWA,Forb/herb
VIWI,Forb/herb
VIWU,Forb/herb
VIAP2,Forb/herb
VIEL3,Forb/herb
VILI2,Forb/herb
VOPA,Forb/herb
WALI,Forb/herb
WAMA,Forb/herb
WAFR,Forb/herb
WAFRD,Forb/herb
WAFRF,Forb/herb
WAID,Forb/herb
WALO,Forb/herb
WAIN,"Subshrub, Shrub, Forb/herb"
WAAM,Forb/herb
WACA,Forb/herb
WACU,Forb/herb
WASE,Forb/herb
WASC,Forb/herb
WABO,Forb/herb
WAMA2,Forb/herb
WAME,Forb/herb
WIPH,Forb/herb
WIRE,Forb/herb
WIREC,Forb/herb
WIREP,Forb/herb
WIRER,Forb/herb
WIAM,"Subshrub, Forb/herb"
WIPE,"Subshrub, Forb/herb"
WOAR2,Forb/herb
WOBO,Forb/herb
WOBR,Forb/herb
WOCO,Forb/herb
WOGL3,Forb/herb
WOGL2,Forb/herb
WOLI,Forb/herb
WOOB,Forb/herb
WOAB,Forb/herb
WOAL,Forb/herb
WOAP,Forb/herb
WOCO2,Forb/herb
WOGL,Forb/herb
WOGR,Forb/herb
WOIL,Forb/herb
WOKA,Forb/herb
WOMA2,Forb/herb
WONE,Forb/herb
WOOB2,Forb/herb
WOOBO,Forb/herb
WOOBO2,Forb/herb
WOOR,Forb/herb
WOORC2,Forb/herb
WOORO,Forb/herb
WOPH,Forb/herb
WOPL,Forb/herb
WOSC,Forb/herb
WOSCL,Forb/herb
WOSCS,Forb/herb
WOAR,Forb/herb
WOFI,Forb/herb
WORA,Forb/herb
WOVI,Forb/herb
WYAM,Forb/herb
WYAN,Forb/herb
WYAR,Forb/herb
WYCU,Forb/herb
WYGL,Forb/herb
WYHE,Forb/herb
WYHE2,Forb/herb
WYLO,Forb/herb
WYMA,Forb/herb
WYMO,Forb/herb
XATE,Forb/herb
XATED,Forb/herb
XATEO,Forb/herb
XATET2,Forb/herb
XASP2,Forb/herb
XAST,Forb/herb
XASTC,Forb/herb
XASTG,Forb/herb
XASTS,Forb/herb
XAGY,Forb/herb
XASI,"Subshrub, Forb/herb"
XARO2,Forb/herb
XASA2,Forb/herb
XAVI,Forb/herb
XEAS,Forb/herb
XETE,Forb/herb
XOGU,Forb/herb
XYCO3,"Subshrub, Forb/herb"
XYGL,"Subshrub, Forb/herb"
XYGLG,"Subshrub, Forb/herb"
XYGLL,"Subshrub, Forb/herb"
XYGLV,"Subshrub, Forb/herb"
XYTO2,"Subshrub, Forb/herb"
XYTOI,"Subshrub, Forb/herb"
XYTOT,"Subshrub, Forb/herb"
XYWR,"Subshrub, Forb/herb"
XYAM,Forb/herb
XYBA,Forb/herb
XYBR,Forb/herb
XYCA2,Forb/herb
XYCA,Forb/herb
XYCH,Forb/herb
XYCO,Forb/herb
XYCO8,Forb/herb
XYDI,Forb/herb
XYDIC,Forb/herb
XYDID,Forb/herb
XYDR,Forb/herb
XYEL2,Forb/herb
XYFI,Forb/herb
XYFL2,Forb/herb
XYFL,Forb/herb
XYIS,Forb/herb
XYJU,Forb/herb
XYLA,Forb/herb
XYLAI,Forb/herb
XYLO,Forb/herb
XYLO2,Forb/herb
XYMO,Forb/herb
XYPA,Forb/herb
XYPL,Forb/herb
XYSC,Forb/herb
XYSE,Forb/herb
XYSM,Forb/herb
XYST,Forb/herb
XYTE,Forb/herb
XYTO,Forb/herb
YAMI,Forb/herb
YEPL,"Subshrub, Forb/herb"
YEVI,Forb/herb
YEXA,Forb/herb
YOJA,Forb/herb
YOTH,Forb/herb
YUAN2,"Subshrub, Shrub, Forb/herb"
YUANA2,"Subshrub, Shrub, Forb/herb"
YUANK,"Subshrub, Shrub, Forb/herb"
YUANT,"Subshrub, Shrub, Forb/herb"
YUAR2,"Subshrub, Shrub, Forb/herb"
YUBA,"Subshrub, Shrub, Forb/herb"
YUBA2,"Subshrub, Shrub, Forb/herb"
YUBAB3,"Subshrub, Shrub, Forb/herb"
YUBAI,"Subshrub, Shrub, Forb/herb"
YUBAN,"Subshrub, Shrub, Forb/herb"
YUCA,"Subshrub, Shrub, Forb/herb"
YUCO,"Subshrub, Shrub, Forb/herb"
YUFI,"Subshrub, Shrub, Forb/herb"
YUFL2,"Forb/herb, Shrub, Subshrub"
YUGL,"Subshrub, Shrub, Forb/herb"
YUGLG2,"Subshrub, Shrub, Forb/herb"
YUGLG,"Subshrub, Shrub, Forb/herb"
YUGL2,"Tree, Shrub, Forb/herb"
YUHA,"Subshrub, Shrub, Forb/herb"
YUHAH,"Subshrub, Shrub, Forb/herb"
YUHAN,"Subshrub, Shrub, Forb/herb"
YUHAS,"Subshrub, Shrub, Forb/herb"
YUKA3,"Subshrub, Shrub, Forb/herb"
YULO,"Subshrub, Shrub, Forb/herb"
YUMA4,"Forb/herb, Shrub, Subshrub"
YUNE,"Subshrub, Shrub, Forb/herb"
YUPA,"Subshrub, Shrub, Forb/herb"
