"plant_id","type"
"30247","SYOOO","Forb/herb"
"30248","SYOOP","Forb/herb"
"30249","SYPA10","Forb/herb"
"30250","SYPA11","Forb/herb"
"30251","SYPAG","Forb/herb"
"30252","SYPAP2","Forb/herb"
"30253","SYPAP","Forb/herb"
"30254","SYPH3","Forb/herb"
"30255","SYPI2","Forb/herb"
"30256","SYPIP3","Forb/herb"
"30257","SYPIP2","Forb/herb"
"30258","SYPO4","Forb/herb"
"30259","SYPO5","Forb/herb"
"30260","SYPR5","Forb/herb"
"30261","SYPRA","Forb/herb"
"30262","SYPRN","Forb/herb"
"30263","SYPRP","Forb/herb"
"30264","SYPRS","Forb/herb"
"30265","SYPR7","Forb/herb"
"30266","SYPR6","Forb/herb"
"30267","SYPR4","Forb/herb"
"30268","SYPU","Forb/herb"
"30269","SYPUP","Forb/herb"
"30270","SYPUS","Forb/herb"
"30271","SYPY2","Forb/herb"
"30272","SYRA5","Forb/herb"
"30273","SYRE3","Forb/herb"
"30274","SYRH","Forb/herb"
"30275","SYRO3","Forb/herb"
"30276","SYSC2","Forb/herb"
"30277","SYSE2","Forb/herb"
"30278","SYSH","Forb/herb"
"30279","SYSI3","Forb/herb"
"30280","SYSP","Forb/herb"
"30281","SYSPI","Forb/herb"
"30282","SYSPS","Forb/herb"
"30283","SYSPY","Forb/herb"
"30284","SYSQ","Forb/herb"
"30285","SYSU4","Forb/herb"
"30286","SYSUG","Forb/herb"
"30287","SYSUS","Forb/herb"
"30288","SYSU5","Forb/herb"
"30289","SYTA","Forb/herb"
"30290","SYTE6","Forb/herb"
"30291","SYTR","Forb/herb"
"30292","SYTU2","Forb/herb"
"30293","SYUN","Forb/herb"
"30294","SYUR","Forb/herb"
"30295","SYWA","Forb/herb"
"30296","SYWE","Forb/herb"
"30297","SYWO3","Forb/herb"
"30298","SYYU","Forb/herb"
"30300","SYAS","Forb/herb"
"30301","SYOF","Forb/herb"
"30302","SYTU","Forb/herb"
"30303","SYUP","Forb/herb"
"30305","SYFO","Forb/herb"
"30310","SYHI","Forb/herb"
"30314","SYNO","Forb/herb"
"30316","SYFL","Forb/herb"
"30321","SYGR","Forb/herb"
"30323","SYBO","Forb/herb"
"30324","SYCA2","Forb/herb"
"30325","SYLA","Forb/herb"
"30326","SYMI","Forb/herb"
"30327","SYMIH","Forb/herb"
"30328","SYMIM2","Forb/herb"
"30329","SYMIS","Forb/herb"
"30330","SYPI","Forb/herb"
"30331","SYPIC","Forb/herb"
"30332","SYPIL","Forb/herb"
"30333","SYPIP","Forb/herb"
"30334","SYPL","Forb/herb"
"30335","SYRA2","Forb/herb"
"30336","SYRE","Forb/herb"
"30337","SYREC","Forb/herb"
"30338","SYRER","Forb/herb"
"30339","SYSC","Forb/herb"
"30341","SYFR","Forb/herb"
"30342","SYLE","Forb/herb"
"30353","SYVO","Forb/herb"
"30366","TALE2","Forb/herb"
"30370","TAIN","Forb/herb"
"30371","TAMO","Forb/herb"
"30373","TAER","Forb/herb"
"30375","TAMI","Forb/herb"
"30376","TAMI2","Forb/herb"
"30377","TAMI3","Forb/herb"
"30378","TAPA","Forb/herb"
"30379","TAPU5","Forb/herb"
"30386","TAGO","Forb/herb"
"30387","TAPA2","Forb/herb"
"30388","TATR2","Forb/herb"
"30404","TABA","Forb/herb"
"30405","TABI","Forb/herb"
"30406","TABIB","Forb/herb"
"30407","TABIH","Forb/herb"
"30408","TACA2","Forb/herb"
"30409","TACO6","Forb/herb"
"30410","TACO5","Forb/herb"
"30411","TAPA6","Forb/herb"
"30412","TAVU","Forb/herb"
"30414","TACA5","Forb/herb"
"30415","TACA6","Forb/herb"
"30416","TAER2","Forb/herb"
"30417","TALA2","Forb/herb"
"30418","TALY","Forb/herb"
"30419","TAOF","Forb/herb"
"30420","TAOFC","Forb/herb"
"30421","TAOFO","Forb/herb"
"30422","TAPA9","Forb/herb"
"30423","TAPH","Forb/herb"
"30424","TASP4","Forb/herb"
"30426","TAAR2","Forb/herb"
"30427","TAGL","Forb/herb"
"30428","TAHA2","Forb/herb"
"30429","TAHO","Forb/herb"
"30430","TAHO2","Forb/herb"
"30431","TAKE","Forb/herb"
"30432","TAPA5","Forb/herb"
"30433","TAST","Forb/herb"
"30434","TATE3","Forb/herb"
"30435","TATE2","Forb/herb"
"30452","TEAM","Forb/herb"
"30453","TECI","Forb/herb"
"30454","TECO3","Forb/herb"
"30455","TEFI3","Forb/herb"
"30456","TEGA","Forb/herb"
"30457","TEHE","Forb/herb"
"30458","TEIN","Forb/herb"
"30462","TECO7","Forb/herb"
"30463","TENU","Forb/herb"
"30465","TEHE5","Forb/herb"
"30466","TEJA","Forb/herb"
"30468","TEGR2","Forb/herb"
"30470","TEAT2","Forb/herb"
"30471","TEATA","Forb/herb"
"30472","TEATF2","Forb/herb"
"30473","TEKJ","Forb/herb"
"30474","TELI6","Forb/herb"
"30475","TEYU","Forb/herb"
"30477","TEAN","Forb/herb"
"30478","TEANA","Forb/herb"
"30479","TEANC","Forb/herb"
"30480","TEANC2","Forb/herb"
"30481","TECH","Forb/herb"
"30482","TECI2","Forb/herb"
"30483","TEFL","Forb/herb"
"30484","TEFL2","Forb/herb"
"30485","TEHI2","Forb/herb"
"30487","TELI","Forb/herb"
"30488","TEMO3","Forb/herb"
"30489","TEON","Forb/herb"
"30490","TEPO","Forb/herb"
"30492","TERU","Forb/herb"
"30493","TESP","Forb/herb"
"30494","TETH","Forb/herb"
"30495","TEVI9","Forb/herb"
"30496","TEVI","Forb/herb"
"30502","TECO","Forb/herb"
"30523","TETE3","Forb/herb"
"30525","TEHE2","Forb/herb"
"30526","TELU","Forb/herb"
"30527","TERE2","Forb/herb"
"30528","TETE2","Forb/herb"
"30530","TENE","Forb/herb"
"30562","TEAC","Forb/herb"
"30563","TEACA2","Forb/herb"
"30564","TEACA","Forb/herb"
"30565","TEACC","Forb/herb"
"30566","TEACE","Forb/herb"
"30567","TEACN","Forb/herb"
"30568","TEAR4","Forb/herb"
"30569","TEBR","Forb/herb"
"30570","TEGR3","Forb/herb"
"30571","TEHE4","Forb/herb"
"30572","TEIV","Forb/herb"
"30573","TELI3","Forb/herb"
"30574","TELIA","Forb/herb"
"30575","TELIL","Forb/herb"
"30576","TESC2","Forb/herb"
"30577","TESCA","Forb/herb"
"30578","TESCL","Forb/herb"
"30579","TESCS","Forb/herb"
"30580","TESCV","Forb/herb"
"30581","TETO","Forb/herb"
"30582","TETU2","Forb/herb"
"30583","TEVE3","Forb/herb"
"30599","TEBO","Forb/herb"
"30600","TECA3","Forb/herb"
"30601","TECAC","Forb/herb"
"30602","TECAH","Forb/herb"
"30603","TECAO","Forb/herb"
"30604","TECU","Forb/herb"
"30605","TECUC","Forb/herb"
"30606","TECUD2","Forb/herb"
"30607","TECUL2","Forb/herb"
"30609","TEGL2","Forb/herb"
"30610","TELA","Forb/herb"
"30611","TEOR","Forb/herb"
"30612","TESC","Forb/herb"
"30614","THTE6","Forb/herb"
"30616","THDE","Forb/herb"
"30617","THGE2","Forb/herb"
"30619","THAL","Forb/herb"
"30620","THAQ","Forb/herb"
"30621","THAR","Forb/herb"
"30622","THCL","Forb/herb"
"30623","THCO5","Forb/herb"
"30624","THCO2","Forb/herb"
"30625","THDA","Forb/herb"
"30626","THDE5","Forb/herb"
"30627","THDI","Forb/herb"
"30628","THFE","Forb/herb"
"30629","THFEF","Forb/herb"
"30630","THFEP2","Forb/herb"
"30631","THFEW","Forb/herb"
"30632","THHE2","Forb/herb"
"30633","THMA4","Forb/herb"
"30634","THMI15","Forb/herb"
"30635","THMI4","Forb/herb"
"30636","THNI","Forb/herb"
"30637","THOC","Forb/herb"
"30638","THOCM4","Forb/herb"
"30639","THOCO2","Forb/herb"
"30640","THPU2","Forb/herb"
"30641","THRE","Forb/herb"
"30642","THSP","Forb/herb"
"30643","THSPR","Forb/herb"
"30644","THSPS","Forb/herb"
"30645","THTE","Forb/herb"
"30646","THTH2","Forb/herb"
"30647","THVE","Forb/herb"
"30650","THTE2","Forb/herb"
"30652","THBA","Forb/herb"
"30653","THPI","Forb/herb"
"30654","THTR","Forb/herb"
"30655","THTRA","Forb/herb"
"30656","THTRT","Forb/herb"
"30658","THAM4","Forb/herb"
"30659","THBU","Forb/herb"
"30660","THCA11","Forb/herb"
"30661","THCU2","Forb/herb"
"30662","THFI","Forb/herb"
"30663","THFIF","Forb/herb"
"30664","THFII","Forb/herb"
"30665","THFL","Forb/herb"
"30666","THLO","Forb/herb"
"30667","THME","Forb/herb"
"30668","THNU","Forb/herb"
"30669","THPU4","Forb/herb"
"30670","THSI","Forb/herb"
"30671","THSU","Forb/herb"
"30672","THSUM","Forb/herb"
"30673","THSUS","Forb/herb"
"30678","THSA","Forb/herb"
"30685","THAM3","Forb/herb"
"30686","THAMA","Forb/herb"
"30687","THAME","Forb/herb"
"30688","THAU3","Forb/herb"
"30689","THDI3","Forb/herb"
"30690","THEL","Forb/herb"
"30691","THJU","Forb/herb"
"30692","THPU3","Forb/herb"
"30693","THSH","Forb/herb"
"30694","THVA","Forb/herb"
"30695","THVE3","Forb/herb"
"30697","THBR","Forb/herb"
"30698","THCR","Forb/herb"
"30699","THEU","Forb/herb"
"30700","THFL3","Forb/herb"
"30701","THHO","Forb/herb"
"30702","THHOH","Forb/herb"
"30703","THHOS2","Forb/herb"
"30704","THIN","Forb/herb"
"30705","THINA","Forb/herb"
"30706","THINC","Forb/herb"
"30707","THING2","Forb/herb"
"30708","THINI","Forb/herb"
"30709","THINL","Forb/herb"
"30710","THLA","Forb/herb"
"30711","THLA4","Forb/herb"
"30712","THMI5","Forb/herb"
"30713","THPA6","Forb/herb"
"30714","THRE2","Forb/herb"
"30715","THRO","Forb/herb"
"30716","THSA2","Forb/herb"
"30717","THSAO","Forb/herb"
"30718","THSAS","Forb/herb"
"30719","THST","Forb/herb"
"30720","THTE3","Forb/herb"
"30721","THTE4","Forb/herb"
"30722","THWR","Forb/herb"
"30723","THWRO","Forb/herb"
"30724","THWRW","Forb/herb"
"30726","THAU","Forb/herb"
"30727","THBO","Forb/herb"
"30728","THCY","Forb/herb"
"30729","THDE4","Forb/herb"
"30730","THEX2","Forb/herb"
"30731","THFO","Forb/herb"
"30732","THGL","Forb/herb"
"30733","THGR","Forb/herb"
"30734","THHI","Forb/herb"
"30735","THHIV","Forb/herb"
"30736","THIN14","Forb/herb"
"30737","THIN2","Forb/herb"
"30738","THKU","Forb/herb"
"30739","THNE","Forb/herb"
"30740","THNO","Forb/herb"
"30741","THOP2","Forb/herb"
"30742","THOV","Forb/herb"
"30743","THOVL","Forb/herb"
"30744","THOVO","Forb/herb"
"30745","THPA13","Forb/herb"
"30746","THPA","Forb/herb"
"30747","THPAP","Forb/herb"
"30748","THPA4","Forb/herb"
"30749","THPA5","Forb/herb"
"30750","THPI3","Forb/herb"
"30751","THPIA","Forb/herb"
"30752","THPU","Forb/herb"
"30753","THPUS","Forb/herb"
"30754","THQU2","Forb/herb"
"30755","THRE3","Forb/herb"
"30756","THRER","Forb/herb"
"30757","THRE4","Forb/herb"
"30758","THRE5","Forb/herb"
"30759","THSC","Forb/herb"
"30760","THSE3","Forb/herb"
"30761","THSI2","Forb/herb"
"30762","THTE5","Forb/herb"
"30763","THWA","Forb/herb"
"30772","THCA4","Forb/herb"
"30773","THCAA","Forb/herb"
"30774","THCAC2","Forb/herb"
"30775","THCAS2","Forb/herb"
"30776","THDI4","Forb/herb"
"30777","THFR3","Forb/herb"
"30778","THGR6","Forb/herb"
"30779","THGRG","Forb/herb"
"30780","THGRO","Forb/herb"
"30781","THMA2","Forb/herb"
"30782","THMO2","Forb/herb"
"30783","THMO6","Forb/herb"
"30784","THMOH","Forb/herb"
"30785","THMOM3","Forb/herb"
"30786","THRH","Forb/herb"
"30787","THRO4","Forb/herb"
"30788","THVI","Forb/herb"
"30790","THAR10","Forb/herb"
"30801","THAM2","Forb/herb"
"30803","THDU","Forb/herb"
"30805","THAL2","Forb/herb"
"30806","THAR5","Forb/herb"
"30817","THAL3","Forb/herb"
"30823","THTR7","Forb/herb"
"30825","THPA7","Forb/herb"
"30827","THAC","Forb/herb"
"30828","THAU4","Forb/herb"
"30829","THAUA","Forb/herb"
"30830","THAUP","Forb/herb"
"30831","THCO10","Forb/herb"
"30832","THMI7","Forb/herb"
"30833","THPE4","Forb/herb"
"30834","THPEB","Forb/herb"
"30835","THPEH","Forb/herb"
"30836","THPEP","Forb/herb"
"30837","THPEP2","Forb/herb"
"30838","THSE4","Forb/herb"
"30839","THSEG","Forb/herb"
"30840","THTE7","Forb/herb"
"30841","THTET","Forb/herb"
"30842","THTET2","Forb/herb"
"30843","THTET3","Forb/herb"
"30844","THTEW","Forb/herb"
"30845","THTE8","Forb/herb"
"30847","THKO","Forb/herb"
"30848","THPR","Forb/herb"
"30849","THPRA","Forb/herb"
"30853","THCO9","Forb/herb"
"30854","THCU","Forb/herb"
"30855","THLA3","Forb/herb"
"30856","THRA","Forb/herb"
"30860","TICO","Forb/herb"
"30861","TICOA","Forb/herb"
"30862","TICOC","Forb/herb"
"30863","TICOC2","Forb/herb"
"30864","TITR","Forb/herb"
"30865","TITRL","Forb/herb"
"30866","TITRT","Forb/herb"
"30867","TITRU","Forb/herb"
"30875","TICA2","Forb/herb"
"30876","TIGE","Forb/herb"
"30877","TILA2","Forb/herb"
"30878","TIOB","Forb/herb"
"30891","TIAJ","Forb/herb"
"30893","TIBA","Forb/herb"
"30894","TIBA2","Forb/herb"
"30895","TIBA3","Forb/herb"
"30896","TIBA5","Forb/herb"
"30897","TIBU","Forb/herb"
"30898","TIFA","Forb/herb"
"30899","TIFAC","Forb/herb"
"30900","TIFAD","Forb/herb"
"30901","TIFAF2","Forb/herb"
"30902","TIFL2","Forb/herb"
"30903","TIFL4","Forb/herb"
"30904","TIIO","Forb/herb"
"30905","TIPA2","Forb/herb"
"30906","TIPR","Forb/herb"
"30907","TIRE","Forb/herb"
"30908","TISE","Forb/herb"
"30909","TISI","Forb/herb"
"30910","TIUS","Forb/herb"
"30911","TIUT","Forb/herb"
"30912","TIVA2","Forb/herb"
"30914","TIAN","Forb/herb"
"30916","TIDI","Forb/herb"
"30921","TIGO","Forb/herb"
"30924","TILA6","Forb/herb"
"30925","TIME","Forb/herb"
"30926","TINU2","Forb/herb"
"30928","TIPL2","Forb/herb"
"30930","TIDI2","Forb/herb"
"30931","TIRO","Forb/herb"
"30932","TITH","Forb/herb"
"30934","TOCO","Forb/herb"
"30935","TOGL","Forb/herb"
"30936","TOPU","Forb/herb"
"30938","TOME","Forb/herb"
"30940","TOBA","Forb/herb"
"30942","TOBA2","Forb/herb"
"30944","TOFL","Forb/herb"
"30945","TOTE","Forb/herb"
"30947","TOAB","Forb/herb"
"30948","TOAL2","Forb/herb"
"30949","TOEX3","Forb/herb"
"30950","TOGR2","Forb/herb"
"30951","TOKI","Forb/herb"
"30952","TOKIB","Forb/herb"
"30953","TOKIK","Forb/herb"
"30954","TOLY","Forb/herb"
"30955","TOMI","Forb/herb"
"30956","TOPE","Forb/herb"
"30957","TOPY","Forb/herb"
"30963","TOAP2","Forb/herb"
"30965","TOAS","Forb/herb"
"30966","TOFO2","Forb/herb"
"30968","TOAR","Forb/herb"
"30969","TOARA","Forb/herb"
"30970","TOARH","Forb/herb"
"30971","TOJA","Forb/herb"
"30972","TOLE2","Forb/herb"
"30973","TONO","Forb/herb"
"30974","TOSC2","Forb/herb"
"30994","TOAL","Forb/herb"
"30995","TOALA","Forb/herb"
"30996","TOALC","Forb/herb"
"30997","TOALM","Forb/herb"
"30998","TOAN","Forb/herb"
"30999","TOAP","Forb/herb"
"31000","TOCO2","Forb/herb"
"31001","TOCOA","Forb/herb"
"31002","TOCOC","Forb/herb"
"31003","TOEX","Forb/herb"
"31004","TOEX2","Forb/herb"
"31005","TOFE","Forb/herb"
"31006","TOFL5","Forb/herb"
"31007","TOFO","Forb/herb"
"31008","TOGL4","Forb/herb"
"31009","TOGR","Forb/herb"
"31010","TOGY","Forb/herb"
"31011","TOHO","Forb/herb"
"31012","TOIN","Forb/herb"
"31013","TOJO","Forb/herb"
"31014","TOJOJ","Forb/herb"
"31015","TOJOT","Forb/herb"
"31016","TOLE","Forb/herb"
"31017","TOME2","Forb/herb"
"31018","TOMI4","Forb/herb"
"31019","TONU","Forb/herb"
"31020","TOPA2","Forb/herb"
"31021","TORO","Forb/herb"
"31022","TOSC","Forb/herb"
"31023","TOSM","Forb/herb"
"31024","TOSP","Forb/herb"
"31025","TOST","Forb/herb"
"31026","TOTE2","Forb/herb"
"31029","TOPU2","Forb/herb"
"31030","TORA2","Forb/herb"
"31031","TORAD","Forb/herb"
"31032","TORAE","Forb/herb"
"31033","TORAN","Forb/herb"
"31034","TORAP","Forb/herb"
"31035","TORAR","Forb/herb"
"31036","TORAV","Forb/herb"
"31037","TORY","Forb/herb"
"31045","TRAM13","Forb/herb"
"31047","TRRO","Forb/herb"
"31049","TRAN15","Forb/herb"
"31050","TRBR","Forb/herb"
"31051","TRBR6","Forb/herb"
"31052","TRBU2","Forb/herb"
"31053","TRCR13","Forb/herb"
"31054","TRCR6","Forb/herb"
"31055","TRDI4","Forb/herb"
"31056","TRED","Forb/herb"
"31057","TRER4","Forb/herb"
"31058","TRFL","Forb/herb"
"31059","TRGI","Forb/herb"
"31060","TRHI5","Forb/herb"
"31061","TRHI","Forb/herb"
"31062","TRHU","Forb/herb"
"31063","TRLE5","Forb/herb"
"31064","TRLEG","Forb/herb"
"31065","TRLEL","Forb/herb"
"31066","TRLO2","Forb/herb"
"31067","TROC","Forb/herb"
"31068","TROCM","Forb/herb"
"31069","TROCO","Forb/herb"
"31070","TROCS","Forb/herb"
"31071","TROH","Forb/herb"
"31072","TROZ","Forb/herb"
"31073","TRPA10","Forb/herb"
"31074","TRPA8","Forb/herb"
"31075","TRPE9","Forb/herb"
"31076","TRPI","Forb/herb"
"31077","TRRE","Forb/herb"
"31078","TRRO4","Forb/herb"
"31079","TRSP8","Forb/herb"
"31080","TRSU","Forb/herb"
"31081","TRSU2","Forb/herb"
"31082","TRSUM","Forb/herb"
"31083","TRSUS","Forb/herb"
"31084","TRTH","Forb/herb"
"31085","TRVI","Forb/herb"
"31086","TRWR","Forb/herb"
"31087","TRWRG","Forb/herb"
"31088","TRWRW","Forb/herb"
"31089","TRZE","Forb/herb"
"31091","TRAM9","Forb/herb"
"31092","TRBE4","Forb/herb"
"31093","TRBR4","Forb/herb"
"31094","TRCO","Forb/herb"
"31095","TRGL","Forb/herb"
"31096","TRLA","Forb/herb"
"31097","TRLE9","Forb/herb"
"31098","TRNE","Forb/herb"
"31099","TRNED","Forb/herb"
"31100","TRNI","Forb/herb"
"31101","TRRA5","Forb/herb"
"31102","TRSA2","Forb/herb"
"31103","TRSM","Forb/herb"
"31104","TRUR","Forb/herb"
"31105","TRUR2","Forb/herb"
"31107","TRCR10","Forb/herb"
"31108","TRDU","Forb/herb"
"31109","TRFL15","Forb/herb"
"31110","TRHY7","Forb/herb"
"31111","TRMI10","Forb/herb"
"31112","TRMI7","Forb/herb"
"31113","TRMI8","Forb/herb"
"31114","TRNE7","Forb/herb"
"31115","TRPO","Forb/herb"
"31122","TRNA","Forb/herb"
"31124","TRCA","Forb/herb"
"31125","TRCAC2","Forb/herb"
"31126","TRCAO","Forb/herb"
"31144","TRAE2","Forb/herb"
"31146","TRFR","Forb/herb"
"31147","TRTU","Forb/herb"
"31148","TRVI2","Forb/herb"
"31149","TRWA","Forb/herb"
"31153","TRGL5","Forb/herb"
"31154","TROC7","Forb/herb"
"31155","TROCB","Forb/herb"
"31156","TROCM2","Forb/herb"
"31157","TROCO2","Forb/herb"
"31158","TRRA6","Forb/herb"
"31160","TRPO2","Forb/herb"
"31164","TRCI2","Forb/herb"
"31165","TRTE","Forb/herb"
"31167","TRWA2","Forb/herb"
"31172","TRMA19","Forb/herb"
"31174","TRRI6","Forb/herb"
"31175","TRWR2","Forb/herb"
"31177","TRBA3","Forb/herb"
"31178","TRBO","Forb/herb"
"31179","TRCY2","Forb/herb"
"31180","TRDA","Forb/herb"
"31181","TRDR","Forb/herb"
"31182","TRHO3","Forb/herb"
"31183","TRIN13","Forb/herb"
"31184","TRKR","Forb/herb"
"31185","TRLI","Forb/herb"
"31186","TRME4","Forb/herb"
"31187","TRMI9","Forb/herb"
"31188","TRPE2","Forb/herb"
"31189","TRPU5","Forb/herb"
"31190","TRPUF","Forb/herb"
"31201","TRIN2","Forb/herb"
"31203","TRCU3","Forb/herb"
"31206","TRAU","Forb/herb"
"31207","TRAUA2","Forb/herb"
"31208","TRAUC","Forb/herb"
"31209","TRBR5","Forb/herb"
"31210","TRDI2","Forb/herb"
"31212","TRLA4","Forb/herb"
"31213","TRLA5","Forb/herb"
"31214","TRMI3","Forb/herb"
"31215","TROB","Forb/herb"
"31216","TROV","Forb/herb"
"31218","TRRU","Forb/herb"
"31219","TRRU11","Forb/herb"
"31220","TRSE5","Forb/herb"
"31221","TRSI","Forb/herb"
"31222","TRSU6","Forb/herb"
"31227","TRHI8","Forb/herb"
"31229","TRPR5","Forb/herb"
"31246","TRBO2","Forb/herb"
"31247","TRBOB","Forb/herb"
"31248","TRBOL","Forb/herb"
"31249","TREU","Forb/herb"
"31250","TREUA","Forb/herb"
"31252","TRAL5","Forb/herb"
"31253","TRAL6","Forb/herb"
"31254","TRAM2","Forb/herb"
"31255","TRAM15","Forb/herb"
"31256","TRAM3","Forb/herb"
"31257","TRAN","Forb/herb"
"31258","TRANA2","Forb/herb"
"31259","TRANB","Forb/herb"
"31260","TRANM","Forb/herb"
"31261","TRAN2","Forb/herb"
"31262","TRANA3","Forb/herb"
"31263","TRANP","Forb/herb"
"31264","TRAN6","Forb/herb"
"31265","TRAR4","Forb/herb"
"31266","TRAT","Forb/herb"
"31267","TRAU2","Forb/herb"
"31268","TRBA","Forb/herb"
"31269","TRBAA","Forb/herb"
"31270","TRBAB","Forb/herb"
"31271","TRBA5","Forb/herb"
"31272","TRBE2","Forb/herb"
"31273","TRBE3","Forb/herb"
"31274","TRBI","Forb/herb"
"31275","TRBO3","Forb/herb"
"31276","TRBR2","Forb/herb"
"31277","TRBR3","Forb/herb"
"31278","TRBU3","Forb/herb"
"31279","TRCA26","Forb/herb"
"31280","TRCA5","Forb/herb"
"31281","TRCA6","Forb/herb"
"31282","TRCE9","Forb/herb"
"31283","TRCI","Forb/herb"
"31284","TRCY","Forb/herb"
"31285","TRDA4","Forb/herb"
"31286","TRDA2","Forb/herb"
"31287","TRDAA","Forb/herb"
"31288","TRDAD","Forb/herb"
"31289","TRDAU","Forb/herb"
"31290","TRDE4","Forb/herb"
"31291","TRDE","Forb/herb"
"31292","TRDEA","Forb/herb"
"31293","TRDED","Forb/herb"
"31294","TRDED2","Forb/herb"
"31295","TRDES","Forb/herb"
"31296","TRDI6","Forb/herb"
"31297","TRDO","Forb/herb"
"31298","TRDU2","Forb/herb"
"31299","TREC2","Forb/herb"
"31300","TRER2","Forb/herb"
"31301","TRERA2","Forb/herb"
"31302","TRERC2","Forb/herb"
"31303","TRERC3","Forb/herb"
"31304","TRERE","Forb/herb"
"31305","TRERM","Forb/herb"
"31306","TRERV2","Forb/herb"
"31307","TRFR2","Forb/herb"
"31308","TRFR4","Forb/herb"
"31309","TRFU","Forb/herb"
"31310","TRGE5","Forb/herb"
"31311","TRGL4","Forb/herb"
"31312","TRGR2","Forb/herb"
"31313","TRGRG","Forb/herb"
"31314","TRGRP","Forb/herb"
"31315","TRGY","Forb/herb"
"31316","TRGYG","Forb/herb"
"31317","TRGYP2","Forb/herb"
"31318","TRHA","Forb/herb"
"31319","TRHI4","Forb/herb"
"31320","TRHO","Forb/herb"
"31321","TRHY","Forb/herb"
"31322","TRIN3","Forb/herb"
"31323","TRJO","Forb/herb"
"31324","TRKI","Forb/herb"
"31325","TRKIK","Forb/herb"
"31326","TRKIM","Forb/herb"
"31327","TRLA18","Forb/herb"
"31328","TRLA8","Forb/herb"
"31329","TRLE","Forb/herb"
"31330","TRLE2","Forb/herb"
"31331","TRLO","Forb/herb"
"31332","TRLOA","Forb/herb"
"31333","TRLOC","Forb/herb"
"31334","TRLOE","Forb/herb"
"31335","TRLOH","Forb/herb"
"31336","TRLOL3","Forb/herb"
"31337","TRLOM","Forb/herb"
"31338","TRLOO","Forb/herb"
"31339","TRLOP","Forb/herb"
"31340","TRLOP2","Forb/herb"
"31341","TRLOR3","Forb/herb"
"31342","TRLOS2","Forb/herb"
"31343","TRLU","Forb/herb"
"31344","TRMA2","Forb/herb"
"31345","TRMA3","Forb/herb"
"31346","TRME","Forb/herb"
"31347","TRMI14","Forb/herb"
"31348","TRMIB2","Forb/herb"
"31349","TRMI4","Forb/herb"
"31350","TRMI5","Forb/herb"
"31351","TRMI20","Forb/herb"
"31352","TRMO2","Forb/herb"
"31353","TRMOG","Forb/herb"
"31354","TRMOM","Forb/herb"
"31355","TRMOP","Forb/herb"
"31356","TRMOT","Forb/herb"
"31357","TRMU3","Forb/herb"
"31358","TRMUL","Forb/herb"
"31359","TRNA2","Forb/herb"
"31360","TRNE3","Forb/herb"
"31361","TRNI3","Forb/herb"
"31362","TROB2","Forb/herb"
"31363","TROL","Forb/herb"
"31364","TROL2","Forb/herb"
"31365","TROW","Forb/herb"
"31366","TRPA5","Forb/herb"
"31367","TRPAM","Forb/herb"
"31368","TRPAP","Forb/herb"
"31369","TRPAS","Forb/herb"
"31370","TRPI3","Forb/herb"
"31371","TRPI2","Forb/herb"
"31372","TRPL2","Forb/herb"
"31373","TRPLA","Forb/herb"
"31374","TRPLP","Forb/herb"
"31375","TRPO6","Forb/herb"
"31376","TRPR2","Forb/herb"
"31377","TRPR4","Forb/herb"
"31378","TRPU15","Forb/herb"
"31379","TRRE2","Forb/herb"
"31380","TRRE3","Forb/herb"
"31381","TRRE4","Forb/herb"
"31382","TRRE10","Forb/herb"
"31383","TRRO5","Forb/herb"
"31384","TRSC7","Forb/herb"
"31385","TRSI4","Forb/herb"
"31386","TRSP82","Forb/herb"
"31387","TRSQ","Forb/herb"
"31388","TRST13","Forb/herb"
"31389","TRST4","Forb/herb"
"31390","TRST5","Forb/herb"
"31391","TRSU3","Forb/herb"
"31392","TRSU12","Forb/herb"
"31393","TRTH2","Forb/herb"
"31394","TRTO4","Forb/herb"
"31395","TRTR","Forb/herb"
"31396","TRVA","Forb/herb"
"31397","TRVE","Forb/herb"
"31398","TRVI3","Forb/herb"
"31399","TRWI3","Forb/herb"
"31400","TRWO","Forb/herb"
"31408","TRCA14","Forb/herb"
"31409","TRCO7","Forb/herb"
"31410","TRFO80","Forb/herb"
"31411","TRPR8","Forb/herb"
"31412","TRRA8","Forb/herb"
"31414","TRAL4","Forb/herb"
"31415","TRALA","Forb/herb"
"31416","TRALP","Forb/herb"
"31417","TRAN5","Forb/herb"
"31418","TRCA11","Forb/herb"
"31419","TRCE","Forb/herb"
"31420","TRCH2","Forb/herb"
"31421","TRCHC","Forb/herb"
"31422","TRCHG","Forb/herb"
"31423","TRCU","Forb/herb"
"31424","TRDE2","Forb/herb"
"31425","TRDE3","Forb/herb"
"31426","TRDI5","Forb/herb"
"31427","TRER3","Forb/herb"
"31428","TRFL6","Forb/herb"
"31429","TRFO","Forb/herb"
"31430","TRGR6","Forb/herb"
"31431","TRGR4","Forb/herb"
"31432","TRKU","Forb/herb"
"31433","TRLA15","Forb/herb"
"31434","TRLU2","Forb/herb"
"31435","TRLU3","Forb/herb"
"31436","TRMA5","Forb/herb"
"31437","TRNI2","Forb/herb"
"31438","TROV2","Forb/herb"
"31439","TROVO","Forb/herb"
"31440","TROVO2","Forb/herb"
"31441","TRPE7","Forb/herb"
"31442","TRPE3","Forb/herb"
"31443","TRPU3","Forb/herb"
