"plant_id","type","type","present"
"23209","PHTA2","Forb/herb","Forb/herb",1
"23211","PHBO2","Subshrub, Forb/herb","Forb/herb",1
"23212","PHBOB","Subshrub, Forb/herb","Forb/herb",1
"23213","PHBOC3","Subshrub, Forb/herb","Forb/herb",1
"23227","PHAU2","Forb/herb","Forb/herb",1
"23228","PHUM","Forb/herb","Forb/herb",1
"23234","PHAC","Vine, Forb/herb","Forb/herb",1
"23235","PHACA2","Vine, Forb/herb","Forb/herb",1
"23236","PHACL","Vine, Forb/herb","Forb/herb",1
"23237","PHACT","Vine, Forb/herb","Forb/herb",1
"23238","PHAN3","Vine, Forb/herb","Forb/herb",1
"23239","PHCO6","Vine, Forb/herb","Forb/herb",1
"23240","PHFI3","Vine, Forb/herb","Forb/herb",1
"23241","PHLU2","Vine, Forb/herb","Forb/herb",1
"23242","PHMA17","Vine, Forb/herb","Forb/herb",1
"23243","PHPA7","Vine, Forb/herb","Forb/herb",1
"23244","PHPE16","Forb/herb, Vine","Forb/herb",1
"23245","PHPEG","Forb/herb, Vine","Forb/herb",1
"23246","PHPO4","Vine, Forb/herb","Forb/herb",1
"23247","PHPO2","Vine, Forb/herb","Forb/herb",1
"23248","PHPOP","Vine, Forb/herb","Forb/herb",1
"23249","PHPOS","Vine, Forb/herb","Forb/herb",1
"23250","PHRI","Vine, Forb/herb","Forb/herb",1
"23251","PHVU","Vine, Forb/herb","Forb/herb",1
"23255","PHAI","Forb/herb","Forb/herb",1
"23258","PHCO24","Forb/herb","Forb/herb",1
"23259","PHHE11","Forb/herb","Forb/herb",1
"23266","PHAU13","Forb/herb, Subshrub","Forb/herb",1
"23267","PHBR15","Forb/herb","Forb/herb",1
"23268","PHBR16","Forb/herb","Forb/herb",1
"23269","PHCA47","Forb/herb, Subshrub","Forb/herb",1
"23270","PHCA48","Forb/herb, Subshrub","Forb/herb",1
"23271","PHCO47","Forb/herb","Forb/herb",1
"23272","PHHU3","Forb/herb","Forb/herb",1
"23273","PHLO15","Forb/herb","Forb/herb",1
"23274","PHME14","Forb/herb, Subshrub","Forb/herb",1
"23275","PHPA29","Forb/herb, Subshrub","Forb/herb",1
"23276","PHPA31","Forb/herb","Forb/herb",1
"23277","PHRU8","Forb/herb","Forb/herb",1
"23278","PHSE20","Forb/herb","Forb/herb",1
"23279","PHSP10","Forb/herb","Forb/herb",1
"23280","PHTE18","Forb/herb, Subshrub","Forb/herb",1
"23281","PHTH6","Forb/herb","Forb/herb",1
"23282","PHVA8","Forb/herb","Forb/herb",1
"23321","PHHE17","Vine, Forb/herb","Forb/herb",1
"23322","PHHEO","Forb/herb, Vine","Forb/herb",1
"23323","PHPI7","Vine, Forb/herb","Forb/herb",1
"23331","PHAU6","Forb/herb","Forb/herb",1
"23332","PHPS","Forb/herb","Forb/herb",1
"23341","PHTU2","Forb/herb","Forb/herb",1
"23343","PHAC2","Subshrub, Forb/herb","Forb/herb",1
"23344","PHAD2","Subshrub, Forb/herb","Forb/herb",1
"23345","PHAL8","Forb/herb","Forb/herb",1
"23346","PHALA3","Forb/herb","Forb/herb",1
"23347","PHALD","Forb/herb","Forb/herb",1
"23348","PHAL3","Subshrub, Forb/herb","Forb/herb",1
"23349","PHALA4","Subshrub, Forb/herb","Forb/herb",1
"23350","PHALA5","Subshrub, Forb/herb","Forb/herb",1
"23351","PHALC","Subshrub, Forb/herb","Forb/herb",1
"23352","PHAM6","Subshrub, Forb/herb","Forb/herb",1
"23353","PHAM3","Forb/herb","Forb/herb",1
"23354","PHAMA2","Forb/herb","Forb/herb",1
"23355","PHAML","Forb/herb","Forb/herb",1
"23356","PHAM7","Forb/herb","Forb/herb",1
"23357","PHAN4","Forb/herb","Forb/herb",1
"23358","PHANA","Forb/herb","Forb/herb",1
"23359","PHANP2","Forb/herb","Forb/herb",1
"23360","PHAU3","Subshrub, Forb/herb","Forb/herb",1
"23361","PHAUA3","Subshrub, Forb/herb","Forb/herb",1
"23362","PHAUD","Subshrub, Forb/herb","Forb/herb",1
"23363","PHAUP","Subshrub, Forb/herb","Forb/herb",1
"23367","PHBU","Forb/herb","Forb/herb",1
"23368","PHCA7","Subshrub, Forb/herb","Forb/herb",1
"23369","PHCA19","Forb/herb","Forb/herb",1
"23370","PHCAA","Forb/herb","Forb/herb",1
"23371","PHCAA2","Forb/herb","Forb/herb",1
"23372","PHCAC3","Forb/herb","Forb/herb",1
"23373","PHCAT","Forb/herb","Forb/herb",1
"23375","PHCL","Forb/herb","Forb/herb",1
"23376","PHCO10","Subshrub, Forb/herb","Forb/herb",1
"23377","PHCO11","Forb/herb","Forb/herb",1
"23378","PHCO12","Forb/herb","Forb/herb",1
"23379","PHCU2","Forb/herb","Forb/herb",1
"23380","PHDI3","Subshrub, Forb/herb","Forb/herb",1
"23381","PHDID2","Subshrub, Forb/herb","Forb/herb",1
"23382","PHDIL5","Subshrub, Forb/herb","Forb/herb",1
"23383","PHDIS2","Subshrub, Forb/herb","Forb/herb",1
"23384","PHDIS","Subshrub, Forb/herb","Forb/herb",1
"23385","PHDI4","Forb/herb","Forb/herb",1
"23386","PHDI5","Forb/herb","Forb/herb",1
"23387","PHDID3","Forb/herb","Forb/herb",1
"23388","PHDIL6","Forb/herb","Forb/herb",1
"23389","PHDO2","Subshrub, Forb/herb","Forb/herb",1
"23390","PHDR","Forb/herb","Forb/herb",1
"23391","PHDRD","Forb/herb","Forb/herb",1
"23392","PHDRJ","Forb/herb","Forb/herb",1
"23393","PHDRM2","Forb/herb","Forb/herb",1
"23394","PHDRT","Forb/herb","Forb/herb",1
"23395","PHDRW","Forb/herb","Forb/herb",1
"23396","PHFL5","Forb/herb","Forb/herb",1
"23397","PHGL4","Forb/herb","Forb/herb",1
"23398","PHGLG2","Forb/herb","Forb/herb",1
"23399","PHGLI","Forb/herb","Forb/herb",1
"23400","PHGLT","Forb/herb","Forb/herb",1
"23401","PHGL5","Forb/herb","Forb/herb",1
"23402","PHGLG3","Forb/herb","Forb/herb",1
"23403","PHGLL","Forb/herb","Forb/herb",1
"23404","PHGL10","Forb/herb","Forb/herb",1
"23405","PHGL11","Forb/herb","Forb/herb",1
"23406","PHGR10","Forb/herb","Forb/herb",1
"23407","PHGRG2","Forb/herb","Forb/herb",1
"23408","PHGRT","Forb/herb","Forb/herb",1
"23409","PHHE9","Forb/herb","Forb/herb",1
"23411","PHHO","Forb/herb","Forb/herb",1
"23412","PHHOC","Forb/herb","Forb/herb",1
"23413","PHHOG","Forb/herb","Forb/herb",1
"23414","PHHOH","Forb/herb","Forb/herb",1
"23415","PHHOL","Forb/herb","Forb/herb",1
"23416","PHHOM","Forb/herb","Forb/herb",1
"23417","PHHOV","Forb/herb","Forb/herb",1
"23418","PHID2","Forb/herb","Forb/herb",1
"23419","PHJO","Forb/herb","Forb/herb",1
"23420","PHKE","Subshrub, Forb/herb","Forb/herb",1
"23421","PHKEG","Subshrub, Forb/herb","Forb/herb",1
"23422","PHKEK","Subshrub, Forb/herb","Forb/herb",1
"23423","PHKES","Subshrub, Forb/herb","Forb/herb",1
"23424","PHLA13","Forb/herb","Forb/herb",1
"23425","PHLO2","Subshrub, Forb/herb","Forb/herb",1
"23426","PHLOB","Subshrub, Forb/herb","Forb/herb",1
"23427","PHLOL2","Subshrub, Forb/herb","Forb/herb",1
"23428","PHLO5","Forb/herb","Forb/herb",1
"23429","PHMA4","Forb/herb","Forb/herb",1
"23430","PHMAM","Forb/herb","Forb/herb",1
"23431","PHMAP3","Forb/herb","Forb/herb",1
"23432","PHME2","Forb/herb","Forb/herb",1
"23433","PHMI13","Forb/herb","Forb/herb",1
"23434","PHMO6","Subshrub, Forb/herb","Forb/herb",1
"23435","PHMU3","Forb/herb","Forb/herb",1
"23436","PHMUD","Forb/herb","Forb/herb",1
"23437","PHMUM","Forb/herb","Forb/herb",1
"23438","PHMUP","Forb/herb","Forb/herb",1
"23439","PHNA2","Forb/herb","Forb/herb",1
"23440","PHNI","Subshrub, Forb/herb","Forb/herb",1
"23441","PHNIH","Subshrub, Forb/herb","Forb/herb",1
"23442","PHNIN","Subshrub, Forb/herb","Forb/herb",1
"23443","PHNIT","Subshrub, Forb/herb","Forb/herb",1
"23444","PHOK","Subshrub, Forb/herb","Forb/herb",1
"23445","PHOP2","Forb/herb","Forb/herb",1
"23446","PHPA9","Forb/herb","Forb/herb",1
"23448","PHPI","Forb/herb","Forb/herb",1
"23449","PHPID2","Forb/herb","Forb/herb",1
"23450","PHPID","Forb/herb","Forb/herb",1
"23451","PHPIF2","Forb/herb","Forb/herb",1
"23452","PHPIL","Forb/herb","Forb/herb",1
"23453","PHPIO2","Forb/herb","Forb/herb",1
"23454","PHPIP2","Forb/herb","Forb/herb",1
"23455","PHPIP","Forb/herb","Forb/herb",1
"23456","PHPIR","Forb/herb","Forb/herb",1
"23457","PHPIS","Forb/herb","Forb/herb",1
"23458","PHPR10","Forb/herb","Forb/herb",1
"23459","PHPU16","Forb/herb","Forb/herb",1
"23460","PHPU5","Forb/herb","Forb/herb",1
"23461","PHPU12","Subshrub, Forb/herb","Forb/herb",1
"23462","PHRI4","Forb/herb","Forb/herb",1
"23463","PHRIA","Forb/herb","Forb/herb",1
"23464","PHRIR","Forb/herb","Forb/herb",1
"23465","PHRI5","Subshrub, Forb/herb","Forb/herb",1
"23466","PHRO3","Forb/herb","Forb/herb",1
"23467","PHRU3","Forb/herb","Forb/herb",1
"23468","PHSI","Subshrub, Forb/herb","Forb/herb",1
"23469","PHSIB","Subshrub, Forb/herb","Forb/herb",1
"23470","PHSP","Subshrub, Forb/herb","Forb/herb",1
"23471","PHSPL","Subshrub, Forb/herb","Forb/herb",1
"23472","PHSPL2","Subshrub, Forb/herb","Forb/herb",1
"23473","PHSPN2","Subshrub, Forb/herb","Forb/herb",1
"23474","PHSPO","Subshrub, Forb/herb","Forb/herb",1
"23475","PHSPS","Subshrub, Forb/herb","Forb/herb",1
"23476","PHSPW","Subshrub, Forb/herb","Forb/herb",1
"23480","PHST3","Forb/herb","Forb/herb",1
"23481","PHSU3","Subshrub, Forb/herb","Forb/herb",1
"23482","PHSUA2","Subshrub, Forb/herb","Forb/herb",1
"23483","PHSUB2","Subshrub, Forb/herb","Forb/herb",1
"23484","PHSUS2","Subshrub, Forb/herb","Forb/herb",1
"23485","PHTE6","Subshrub, Forb/herb","Forb/herb",1
"23486","PHTR","Forb/herb","Forb/herb",1
"23487","PHVA3","Forb/herb","Forb/herb",1
"23488","PHVAN","Forb/herb","Forb/herb",1
"23489","PHVAV","Forb/herb","Forb/herb",1
"23490","PHVE2","Forb/herb","Forb/herb",1
"23495","PHVI3","Subshrub, Forb/herb","Forb/herb",1
"23497","PHGR12","Forb/herb","Forb/herb",1
"23498","PHTE7","Forb/herb","Forb/herb",1
"23500","PHCH","Forb/herb","Forb/herb",1
"23506","PHAR5","Forb/herb","Forb/herb",1
"23507","PHSO","Forb/herb","Forb/herb",1
"23509","PHAU4","Vine, Forb/herb","Forb/herb",1
"23510","PHAUA","Vine, Forb/herb","Forb/herb",1
"23511","PHAUA2","Vine, Forb/herb","Forb/herb",1
"23512","PHME3","Forb/herb","Forb/herb",1
"23513","PHRA5","Forb/herb","Forb/herb",1
"23532","PHTE8","Subshrub, Forb/herb","Forb/herb",1
"23545","PHLE5","Forb/herb","Forb/herb",1
"23547","PHCA49","Forb/herb","Forb/herb",1
"23548","PHCU3","Subshrub, Forb/herb","Forb/herb",1
"23550","PHFR11","Forb/herb","Forb/herb",1
"23551","PHIN28","Forb/herb","Forb/herb",1
"23552","PHLA3","Forb/herb","Forb/herb",1
"23553","PHNO2","Forb/herb","Forb/herb",1
"23554","PHST8","Forb/herb","Forb/herb",1
"23559","PHAB","Forb/herb","Forb/herb",1
"23560","PHABA","Forb/herb","Forb/herb",1
"23561","PHABR","Forb/herb","Forb/herb",1
"23563","PHAM5","Forb/herb","Forb/herb",1
"23565","PHCA9","Forb/herb","Forb/herb",1
"23566","PHCAC","Forb/herb","Forb/herb",1
"23567","PHCAS","Forb/herb","Forb/herb",1
"23568","PHDE4","Forb/herb","Forb/herb",1
"23571","PHFL10","Forb/herb","Forb/herb",1
"23572","PHFR5","Forb/herb","Forb/herb",1
"23573","PHLI13","Forb/herb, Subshrub","Forb/herb",1
"23574","PHLIP2","Forb/herb, Subshrub","Forb/herb",1
"23575","PHNI2","Forb/herb","Forb/herb",1
"23576","PHNIL","Forb/herb","Forb/herb",1
"23577","PHPE7","Forb/herb","Forb/herb",1
"23578","PHPEP2","Forb/herb","Forb/herb",1
"23579","PHPEF2","Forb/herb","Forb/herb",1
"23580","PHPO3","Subshrub, Forb/herb","Forb/herb",1
"23581","PHPU6","Forb/herb","Forb/herb",1
"23582","PHTE5","Forb/herb","Forb/herb",1
"23583","PHUR","Forb/herb","Forb/herb",1
"23592","PHSC2","Forb/herb","Forb/herb",1
"23593","PHSE11","Forb/herb","Forb/herb",1
"23594","PHTO","Forb/herb","Forb/herb",1
"23610","PHBR6","Vine, Forb/herb","Forb/herb",1
"23611","PHBR7","Subshrub, Shrub, Forb/herb, Vine","Forb/herb",1
"23614","PHGL7","Forb/herb","Forb/herb",1
"23615","PHGLG","Forb/herb","Forb/herb",1
"23616","PHGLL2","Forb/herb","Forb/herb",1
"23618","PHHA15","Forb/herb","Forb/herb",1
"23619","PHHE10","Vine, Forb/herb","Forb/herb",1
"23620","PHHI4","Vine, Forb/herb","Forb/herb",1
"23622","PHHI6","Vine, Forb/herb","Forb/herb",1
"23623","PHKA6","Forb/herb","Forb/herb",1
"23624","PHKA8","Forb/herb","Forb/herb",1
"23625","PHKN","Forb/herb","Forb/herb",1
"23627","PHMA11","Vine, Forb/herb","Forb/herb",1
"23628","PHMA12","Vine, Forb/herb","Forb/herb",1
"23629","PHMI22","Forb/herb","Forb/herb",1
"23630","PHMO7","Forb/herb","Forb/herb",1
"23631","PHPA14","Forb/herb","Forb/herb",1
"23632","PHPAG","Forb/herb","Forb/herb",1
"23633","PHPAL","Forb/herb","Forb/herb",1
"23634","PHPAP3","Forb/herb","Forb/herb",1
"23635","PHPI6","Forb/herb","Forb/herb",1
"23636","PHRA6","Vine, Forb/herb","Forb/herb",1
"23638","PHRO5","Vine, Forb/herb","Forb/herb",1
"23640","PHVA5","Forb/herb","Forb/herb",1
"23641","PHVE8","Vine, Forb/herb","Forb/herb",1
"23642","PHVE4","Vine, Forb/herb","Forb/herb",1
"23645","PHWA2","Vine, Forb/herb","Forb/herb",1
"23646","PHYA","Forb/herb","Forb/herb",1
"23648","PHGR61","Forb/herb","Forb/herb",1
"23649","PHSC14","Forb/herb","Forb/herb",1
"23651","PHAC6","Forb/herb","Forb/herb",1
"23652","PHAL5","Forb/herb","Forb/herb",1
"23653","PHAN5","Forb/herb","Forb/herb",1
"23654","PHAN8","Forb/herb, Subshrub","Forb/herb",1
"23655","PHAR14","Forb/herb","Forb/herb",1
"23656","PHCA16","Forb/herb","Forb/herb",1
"23657","PHCA17","Forb/herb","Forb/herb",1
"23658","PHCI4","Forb/herb","Forb/herb",1
"23659","PHCIC3","Forb/herb","Forb/herb",1
"23660","PHCIS","Forb/herb","Forb/herb",1
"23661","PHCO22","Forb/herb","Forb/herb",1
"23662","PHCR4","Subshrub, Forb/herb","Forb/herb",1
"23663","PHCRC4","Subshrub, Forb/herb","Forb/herb",1
"23664","PHCRV","Subshrub, Forb/herb","Forb/herb",1
"23665","PHGR22","Forb/herb","Forb/herb",1
"23666","PHHE4","Subshrub, Forb/herb","Forb/herb",1
"23667","PHHEC","Subshrub, Forb/herb","Forb/herb",1
"23668","PHHEF","Subshrub, Forb/herb","Forb/herb",1
"23669","PHHEH2","Subshrub, Forb/herb","Forb/herb",1
"23670","PHHEP2","Subshrub, Forb/herb","Forb/herb",1
"23671","PHHE5","Forb/herb","Forb/herb",1
"23672","PHHEH3","Forb/herb","Forb/herb",1
"23673","PHHER2","Forb/herb","Forb/herb",1
"23674","PHHI8","Forb/herb","Forb/herb",1
"23675","PHLA32","Forb/herb","Forb/herb",1
"23676","PHLA10","Forb/herb","Forb/herb",1
"23677","PHLO4","Forb/herb","Forb/herb",1
"23678","PHLOL3","Forb/herb","Forb/herb",1
"23679","PHLOS","Forb/herb","Forb/herb",1
"23680","PHMI14","Forb/herb","Forb/herb",1
"23681","PHMI5","Forb/herb","Forb/herb",1
"23682","PHMO9","Forb/herb","Forb/herb",1
"23683","PHMOM2","Forb/herb","Forb/herb",1
"23684","PHMOV","Forb/herb","Forb/herb",1
"23686","PHPH2","Forb/herb","Forb/herb",1
"23687","PHPHI","Forb/herb","Forb/herb",1
"23688","PHPU7","Forb/herb","Forb/herb",1
"23689","PHPUI","Forb/herb","Forb/herb",1
"23690","PHPUP4","Forb/herb","Forb/herb",1
"23691","PHPU8","Forb/herb","Forb/herb",1
"23692","PHSU7","Forb/herb","Forb/herb",1
"23693","PHSUN","Forb/herb","Forb/herb",1
"23694","PHTU3","Forb/herb","Forb/herb",1
"23695","PHVI5","Forb/herb","Forb/herb",1
"23696","PHVIC4","Forb/herb","Forb/herb",1
"23697","PHVIP","Forb/herb","Forb/herb",1
"23698","PHVIT","Forb/herb","Forb/herb",1
"23699","PHVIV3","Forb/herb","Forb/herb",1
"23700","PHVI17","Forb/herb","Forb/herb",1
"23701","PHWA4","Forb/herb","Forb/herb",1
"23703","PHAC4","Forb/herb","Forb/herb",1
"23704","PHACA","Forb/herb","Forb/herb",1
"23705","PHACP","Forb/herb","Forb/herb",1
"23706","PHAL6","Forb/herb","Forb/herb",1
"23707","PHAL10","Forb/herb","Forb/herb",1
"23708","PHBE2","Forb/herb","Forb/herb",1
"23709","PHBR5","Forb/herb","Forb/herb",1
"23710","PHCH2","Forb/herb","Forb/herb",1
"23711","PHCO16","Forb/herb","Forb/herb",1
"23712","PHDI6","Forb/herb","Forb/herb",1
"23713","PHDID","Forb/herb","Forb/herb",1
"23714","PHDIL","Forb/herb","Forb/herb",1
"23715","PHDIL2","Forb/herb","Forb/herb",1
"23716","PHDO4","Forb/herb","Forb/herb",1
"23717","PHEB","Forb/herb","Forb/herb",1
"23718","PHFL3","Forb/herb","Forb/herb",1
"23719","PHFLF2","Forb/herb","Forb/herb",1
"23720","PHFLO2","Forb/herb","Forb/herb",1
"23721","PHGE","Forb/herb","Forb/herb",1
"23722","PHGEG","Forb/herb","Forb/herb",1
"23723","PHGEP","Forb/herb","Forb/herb",1
"23724","PHGR8","Forb/herb","Forb/herb",1
"23725","PHIN19","Forb/herb","Forb/herb",1
"23726","PHINI","Forb/herb","Forb/herb",1
"23727","PHINM","Forb/herb","Forb/herb",1
"23728","PHIV2","Forb/herb","Forb/herb",1
"23729","PHLE10","Forb/herb","Forb/herb",1
"23730","PHLEL","Forb/herb","Forb/herb",1
"23731","PHLEM","Forb/herb","Forb/herb",1
"23732","PHNE5","Forb/herb","Forb/herb",1
"23733","PHNEN","Forb/herb","Forb/herb",1
"23734","PHNER","Forb/herb","Forb/herb",1
"23735","PHNEY","Forb/herb","Forb/herb",1
"23736","PHOB","Forb/herb","Forb/herb",1
"23737","PHOR2","Forb/herb","Forb/herb",1
"23738","PHRE9","Forb/herb","Forb/herb",1
"23739","PHRE2","Forb/herb","Forb/herb",1
"23740","PHRO4","Forb/herb","Forb/herb",1
"23741","PHSA4","Forb/herb","Forb/herb",1
"23742","PHSAD","Forb/herb","Forb/herb",1
"23743","PHSAS","Forb/herb","Forb/herb",1
"23744","PHSC","Forb/herb","Forb/herb",1
"23745","PHST14","Forb/herb","Forb/herb",1
"23746","PHVI7","Forb/herb","Forb/herb",1
"23761","PHAN6","Forb/herb","Forb/herb",1
"23762","PHCO17","Forb/herb","Forb/herb",1
"23763","PHDI7","Forb/herb","Forb/herb",1
"23764","PHGO2","Forb/herb","Forb/herb",1
"23765","PHIN8","Forb/herb","Forb/herb",1
"23766","PHLE13","Forb/herb","Forb/herb",1
"23767","PHLE9","Forb/herb","Forb/herb",1
"23768","PHLO11","Forb/herb","Forb/herb",1
"23769","PHPA10","Forb/herb","Forb/herb",1
"23770","PHPU9","Forb/herb","Forb/herb",1
"23771","PHPU10","Forb/herb","Forb/herb",1
"23772","PHVI8","Forb/herb","Forb/herb",1
"23773","PHVIP2","Forb/herb","Forb/herb",1
"23774","PHVIV","Forb/herb","Forb/herb",1
"23776","PHAM4","Forb/herb","Forb/herb",1
"23777","PHAMA3","Forb/herb","Forb/herb",1
"23778","PHAMR","Forb/herb","Forb/herb",1
"23780","PHHE21","Forb/herb","Forb/herb",1
"23781","PHIC","Forb/herb","Forb/herb",1
"23782","PHOC","Forb/herb","Forb/herb",1
"23783","PHSA2","Forb/herb","Forb/herb",1
"23802","PIOP","Subshrub, Forb/herb","Forb/herb",1
"23803","PIWO","Subshrub, Forb/herb","Forb/herb",1
"23807","PIEC","Forb/herb","Forb/herb",1
"23808","PIHI","Forb/herb","Forb/herb",1
"23809","PIHIH","Forb/herb","Forb/herb",1
"23810","PIHIK","Forb/herb","Forb/herb",1
"23811","PIPA9","Forb/herb","Forb/herb",1
"23812","PISP","Forb/herb","Forb/herb",1
"23819","PIFO","Forb/herb","Forb/herb",1
"23820","PIHE","Forb/herb","Forb/herb",1
"23821","PIIN6","Forb/herb","Forb/herb",1
"23822","PIMI2","Subshrub, Forb/herb","Forb/herb",1
"23823","PINU","Forb/herb","Forb/herb",1
"23824","PIPE5","Forb/herb","Forb/herb",1
"23825","PIPU2","Forb/herb","Forb/herb",1
"23826","PIPUD","Forb/herb","Forb/herb",1
"23827","PIPUP","Forb/herb","Forb/herb",1
"23828","PITR4","Forb/herb","Forb/herb",1
"23834","PITH","Forb/herb","Forb/herb",1
"23836","PIAM","Forb/herb","Forb/herb",1
"23840","PIAN3","Forb/herb","Forb/herb",1
"23841","PIMA6","Forb/herb","Forb/herb",1
"23842","PISA","Forb/herb","Forb/herb",1
"23843","PISAN","Forb/herb","Forb/herb",1
"23844","PISAS","Forb/herb","Forb/herb",1
"23846","PIPA","Subshrub, Forb/herb","Forb/herb",1
"23847","PIRO","Subshrub, Forb/herb","Forb/herb",1
"23848","PIROF","Subshrub, Forb/herb","Forb/herb",1
"23849","PIROR","Subshrub, Forb/herb","Forb/herb",1
"23853","PITE","Forb/herb","Forb/herb",1
"23855","PICA7","Forb/herb","Forb/herb",1
"23856","PIIO","Forb/herb","Forb/herb",1
"23857","PILU2","Forb/herb","Forb/herb",1
"23858","PIMA7","Forb/herb","Forb/herb",1
"23859","PIMAM2","Forb/herb","Forb/herb",1
"23860","PIMAM3","Forb/herb","Forb/herb",1
"23861","PIPL","Forb/herb","Forb/herb",1
"23862","PIPR","Forb/herb","Forb/herb",1
"23863","PIPU4","Forb/herb","Forb/herb",1
"23864","PIVI","Forb/herb","Forb/herb",1
"23865","PIVU","Forb/herb","Forb/herb",1
"23944","PICA13","Forb/herb","Forb/herb",1
"23945","PICO8","Forb/herb","Forb/herb",1
"23946","PICO9","Forb/herb","Forb/herb",1
"23947","PIEL2","Forb/herb","Forb/herb",1
"23948","PIELD2","Forb/herb","Forb/herb",1
"23949","PIELE4","Forb/herb","Forb/herb",1
"23950","PIEL4","Forb/herb","Forb/herb",1
"23951","PILE3","Forb/herb","Forb/herb",1
"23952","PIMI6","Forb/herb","Forb/herb",1
"23953","PITR3","Forb/herb","Forb/herb",1
"23954","PIUN3","Forb/herb","Forb/herb",1
"23955","PIYA","Forb/herb","Forb/herb",1
"23977","PICI","Subshrub, Forb/herb","Forb/herb",1
"23978","PICIC","Subshrub, Forb/herb","Forb/herb",1
"23979","PICIC2","Subshrub, Forb/herb","Forb/herb",1
"23997","PIST2","Forb/herb","Forb/herb",1
"23999","PIFU","Forb/herb","Forb/herb",1
"24000","PISA6","Vine, Forb/herb","Forb/herb",1
"24028","PIAS2","Forb/herb","Forb/herb",1
"24029","PIASA","Forb/herb","Forb/herb",1
"24030","PIASA2","Forb/herb","Forb/herb",1
"24031","PIFA","Forb/herb","Forb/herb",1
"24032","PIFL5","Forb/herb","Forb/herb",1
"24033","PIGR4","Forb/herb","Forb/herb",1
"24034","PIGRA","Forb/herb","Forb/herb",1
"24035","PIGRG","Forb/herb","Forb/herb",1
"24036","PIGRL","Forb/herb","Forb/herb",1
"24037","PIGRT","Forb/herb","Forb/herb",1
"24038","PIGRT2","Forb/herb","Forb/herb",1
"24039","PIOL","Forb/herb","Forb/herb",1
"24040","PIPI4","Forb/herb","Forb/herb",1
"24041","PIRU3","Forb/herb","Forb/herb",1
"24043","PICA9","Forb/herb","Forb/herb",1
"24045","PIAU4","Forb/herb","Forb/herb",1
"24046","PICA4","Forb/herb","Forb/herb",1
"24047","PICH","Forb/herb","Forb/herb",1
"24048","PICHG","Forb/herb","Forb/herb",1
"24049","PIMA12","Forb/herb","Forb/herb",1
"24050","PITR2","Forb/herb","Forb/herb",1
"24052","PLAC","Forb/herb","Forb/herb",1
"24053","PLAR","Forb/herb","Forb/herb",1
"24054","PLAU","Forb/herb","Forb/herb",1
"24055","PLBR","Forb/herb","Forb/herb",1
"24056","PLBRA","Forb/herb","Forb/herb",1
"24057","PLBRB","Forb/herb","Forb/herb",1
"24058","PLCA2","Forb/herb","Forb/herb",1
"24059","PLCAC3","Forb/herb","Forb/herb",1
"24060","PLCAC4","Forb/herb","Forb/herb",1
"24061","PLCH","Forb/herb","Forb/herb",1
"24062","PLCHC","Forb/herb","Forb/herb",1
"24063","PLCHH","Forb/herb","Forb/herb",1
"24064","PLCO13","Forb/herb","Forb/herb",1
"24065","PLCOC","Forb/herb","Forb/herb",1
"24066","PLCOF","Forb/herb","Forb/herb",1
"24067","PLCOG","Forb/herb","Forb/herb",1
"24068","PLCOU","Forb/herb","Forb/herb",1
"24069","PLDI2","Forb/herb","Forb/herb",1
"24070","PLFI","Forb/herb","Forb/herb",1
"24071","PLFIC","Forb/herb","Forb/herb",1
"24072","PLFIF","Forb/herb","Forb/herb",1
"24073","PLFU","Forb/herb","Forb/herb",1
"24074","PLFUC","Forb/herb","Forb/herb",1
"24075","PLGL","Forb/herb","Forb/herb",1
"24076","PLGL4","Forb/herb","Forb/herb",1
"24077","PLGL2","Forb/herb","Forb/herb",1
"24078","PLGLG","Forb/herb","Forb/herb",1
"24079","PLGLM","Forb/herb","Forb/herb",1
"24080","PLGR","Forb/herb","Forb/herb",1
"24081","PLHI6","Forb/herb","Forb/herb",1
"24082","PLHI3","Forb/herb","Forb/herb",1
"24083","PLHU","Forb/herb","Forb/herb",1
"24084","PLHY","Forb/herb","Forb/herb",1
"24085","PLIN","Forb/herb","Forb/herb",1
"24086","PLJO","Forb/herb","Forb/herb",1
"24087","PLKI","Forb/herb","Forb/herb",1
"24088","PLKIH","Forb/herb","Forb/herb",1
"24089","PLKIK","Forb/herb","Forb/herb",1
"24090","PLLA3","Forb/herb","Forb/herb",1
"24091","PLLE","Forb/herb","Forb/herb",1
"24092","PLLI","Forb/herb","Forb/herb",1
"24093","PLMO","Forb/herb","Forb/herb",1
